user_id,int_u_id,latent_1,n_reviews
-0e6xyw_4zyg-2YtqSlS_g,0,1.4801637795699027,16
-C1axHDk0GJCiaKvsNR3eA,1,1.3615657640658096,20
-_QlnqOO3SBm_cUQQ-eJGA,2,1.6565301197409106,7
-fAJx9ZbxlKfYRCSKpIM0w,3,1.6964901794151732,5
-jJk6v5AhCWM-doaRfH15Q,4,1.4348641870267216,17
-ltirVC-htJ_PbsBA8YGKA,5,1.4353870422029862,25
-nSq0LzvWU86yKMkZnXBpA,6,1.7329864414508052,16
0-jphysVaM4AyemTBrg45g,7,1.5891391312693772,6
01wsBmFLD_BLELpEdGCiwg,8,1.4526059940226048,35
0FT_PIdoX_4nXoQqMrOFew,9,1.889614017780286,9
0JxDCgC1q7VV2z3Bi-5xog,10,1.7728548570177403,8
0KJs28i3bDhbxhQbgY0i9w,11,1.4579897633207795,9
0rd7QbLJAIImsVeL_o9o_w,12,1.7392640140967843,6
14e9dGCCCZG2SYzgag9nEw,13,1.8622052804701388,8
1LtoooZKb3e7FPqM5W2gMA,14,1.6959759729488357,12
1OFAF7OXLGbWmnHly3SyUQ,15,1.6737979654726685,8
1TVhmXcDVqFTtyJNKEFVxw,16,1.3086992278571743,26
1nuqhY2Z7sttekz-0MzwIg,17,1.64878172761787,5
1vg3cGXTDFH-xVJQhuTshw,18,1.4168841770044438,14
2-iZ3lifB5gGWcpP6EgCCw,19,1.786767402624769,38
2g-huKb0Q58EIqBlrpt86Q,20,1.5395228539093475,19
2jXDBVwqk622i91YTsN--g,21,1.6601431092830605,9
35tTI7lZV0tPe_R54QpPNw,22,1.6668112419635754,8
3L7nHnaeSHSdZXzV_vdvAQ,23,1.6009115008343375,44
3XVuj_JFPC0_3LiuI21OwA,24,1.4370951156589942,7
3l_Wj-tJzjB1rX-MdJHYiA,25,1.3654449871879402,13
3wfIh8zXcgPmJs0UBgs_IQ,26,1.384911434283703,20
3yQqTA7RGUcDs2ysCmOgOA,27,1.3759871794050667,14
4EeCBeKWhra4DNPkjjgb6g,28,2.1552599370212753,1
4HvIzTHB9o-aI6M8IO3SPQ,29,1.8723347533980275,10
4JVDNmEVnAjExM3L__-2rQ,30,1.4387855827060207,12
4_sCBkSvKtx06IM68aawHQ,31,1.7515350960731149,19
4bsc9m93QmN6bMocwaMS5w,32,1.3601592038906112,14
4mjnkd8oJVCfBKN3i4rB-g,33,1.4174846693298264,17
4s-CC5whvpNVPMnGo_lqgw,34,1.6086405429785557,16
57STuz5NNVhk6RHhdyssxg,35,1.654690896456964,16
59ygiX9-a8B91rb5qvtIgA,36,1.347424290531452,29
5F_ASUSCHFf3YotkKioZ5w,37,1.6608974694952203,27
5I2ynpwqmApwCSoJsYlekw,38,1.4351715376414265,11
5QOtcHU1SoqEqBCRR6FhsA,39,1.1922558361796949,40
5S2wCzosg57fhEyrep8y-g,40,1.993961482949272,5
5_o0mFCKpmkW-phFMxo4pQ,41,1.035809986097165,13
5bCBtEmwXC2WRvH4oNbh4w,42,1.3355490872730456,18
5gLamv0DlFj9-4QdnbWeoA,43,1.2540296449825983,17
5wVLW7EhvHaKoYy3tRhfrg,44,1.6600774976561072,8
5weXEY9A8iX-2bjTNy1grw,45,1.1372718618432398,16
69L38C7EgRSp1FQv0VeZFw,46,1.9142638826784844,16
6DGXpqvfJOfiy8WRbUlFLQ,47,1.6813511915669894,18
6GBA5qPMxZSWksYOFWMk7g,48,1.6455576013354236,8
6IAvTNMpMwa5dAQ_k6au7A,49,1.7340397897685231,16
6SJjCS5YgZbCkPliu5zb3w,50,1.3543342681620438,10
6TMDELkjDW0XFazQy1Aeyg,51,1.6039292812926982,8
6X0i-oGUbh5DZdTHzFuKfg,52,1.6953650294825746,4
6ZFX3LWoJoAq-U5Of79mCA,53,1.1874851330804586,7
6_l_FIvy5eOWkMrmaDuuKA,54,1.3075287445222765,7
6ogYJ0jztqMrxAhhslQnzg,55,1.7444613268214186,8
6vYOgOaU3Wy79yxaglfq9g,56,1.5110671958633153,15
77mGgup_tx2SYPJLx0h0-w,57,1.4375855774350534,9
7NrJ7as2Su-QPx1S48pYrg,58,1.6645835685458388,19
7WR0Purd16nKyIrG9o00Yg,59,1.8306800730842896,12
7ZsohMOq4l0uC_-dSzGs4A,60,1.5591032904508946,3
7e3Lsszj-oVUKvpIAn5MCA,61,1.1281812296183285,6
7jRqME7-krCDvdkR-dadgA,62,1.6888618150246897,8
7ks1xim2bO1_Q4VuakvLwg,63,1.7577509247914476,14
7lWo5nM84zG6QggxX4zouQ,64,1.3885740800351583,12
7of5R3aLB3OUyUPQFyHm5A,65,1.2730931276012227,4
891ixGTpSqcsBZ7sSMvlFQ,66,1.3900281233195269,7
8E8zCH73TnCnbAC0fk5c5g,67,1.3872926495380622,11
8QMT5KgdJG1K1Wr2mgb2Yw,68,1.5524034069342922,10
