user_id,int_u_id,latent_1,n_reviews
-0IiMAZI2SsQ7VmyzJjokQ,0,1.5754110680695264,26
-0aInSHjCWLfiNqfgmWnow,1,1.7255876158484666,46
-0kiduTUToVYFqN_NEqMSw,2,1.472509789849784,4
-0udWcFQEt2M8kM3xcIofw,3,1.6387022960595572,43
-28RqJIrddOj9hhMBnzaFA,4,1.2320979445364297,36
-5IhsZXkCka8u8LVksXKLw,5,1.5966119479704823,39
-73QalI4iMTK0LvOhHEsVg,6,1.4335928379049738,18
-7DuFiNbBt_KdVdvrjIKeA,7,1.626716716836476,22
-8KsJs0YuMbtBidxX_XcfA,8,1.8294701313612522,10
-8KyX-3VrqGuHeQWKDJxxg,9,1.596983905447377,34
-8MACpGwGFRa-oyecgJRRg,10,1.4209712284027203,21
-8rSnT5ztVk6vmTDkxTqsQ,11,1.3053049436094235,85
-9S_Fh-sQebyB1yhEM5zHw,12,0.4770219696110883,17
-9WVpTW5LAEo9y6PbW0-cw,13,1.639498704157216,74
-A1epn3UwFhAWM-chNRjBg,14,1.35880881301029,22
-A5-wpgS-WR3OmMN1-1eKQ,15,1.8359148633659284,14
-AkZkFH_md2-2kaSsvgrkg,16,1.2021578467910836,41
-B4BJ0gV5mneubBoMVNFLg,17,1.3837806377715463,24
-Biq3Dt8YhkRJEO_ITrvww,18,2.043459677644276,31
-C74IbRL4LAEfb6jXIG_gg,19,1.7888434356419358,20
-CVmjsibfqwcOdNRQtaRLA,20,1.4285419368127312,17
-DfRsYsqjHgVnr_V6PvqSQ,21,1.5793610588331066,14
-EPd9FW8Qil1ILqPwenonQ,22,1.6948164767664085,34
-F9XyLN_0mqbA7LxEFO4UA,23,1.2651932351473716,8
-KzQH0n2ryLorsVgO7KeRw,24,1.5684470413669893,45
-KzxlotDy9GQ40dRRCGHkQ,25,1.4255742685506618,27
-LwZFIaa-SCYJKloGaxeaw,26,1.5731213930158614,20
-MVzfNZ136z0Fw6_7qH9jw,27,1.4227702066094277,19
-NiKViuY1lvifZ2CEHZnAg,28,1.846005968156354,22
-PgE1UT9BoOAX2rZto2T_A,29,1.3038520683149115,23
-QnmBC8fkjcJHXAOHuC4gA,30,1.3803955635370724,30
-RhRXVW9z9fs5zzxhFfnHg,31,1.510555356886073,137
-SQeeulHTG1KxM1LbE_Fqw,32,1.3914384336566938,24
-SVh_4aVR_7ktuhscvmZaQ,33,1.87210117172965,18
-TQqPwpK5XzzTq9Q4tF-eA,34,1.6026814937395948,15
-T_cG-7YFFvD3Cdu3v4ZYA,35,1.5468044350244488,50
-VPbztwxZfQOnL6gar8Fvw,36,1.4344253732314998,26
-WnJbMzRQVBQv5sWfZJi7A,37,1.4042199410688927,31
-XBD5mejXfswrg1lzSJk6Q,38,1.9402598793698715,14
-XoCb6sUMa7NoFayUW0FlA,39,1.2905836378478968,23
-Yz2wIcsdJxUOFMbTgoKQA,40,1.618086401725249,24
-_vcdcTeTYp70lNsHrHljA,41,1.6744687243624838,83
-aasV-Z9UwxfTBK-nI26MQ,42,1.1613343630783373,20
-ajqjNKLQUtthACttISgvw,43,1.5171577316100908,40
-chwR5gKglj38yZka9PU1w,44,1.6686105824781905,21
-dD_tHYED7fkqGN7are_TA,45,1.638002008575032,16
-dPN1ydScvh06CnQ3Ebt4g,46,1.6391279416718738,29
-eBkx1Hl2A40GZAaZvXR1Q,47,1.3826525263864355,84
-fQPzH-e-ubDIiLQhybEjQ,48,1.4149427284642753,92
-fvpZsx4eBUGDRum8JpSPA,49,1.7297313983365092,17
-guyVbrMJxVeBcfdRQc6xw,50,1.4307820070952797,55
-iGO8sRXF61OgrJ6Zn5WHQ,51,1.534408627764614,18
-iOeI18tVuwxFHcqCe--fQ,52,1.4308611265262443,28
-iuUaoQXVoXJZNfEUKsQHw,53,1.5335254351186585,35
-j2chivlY1ky_txq3PAA2g,54,1.5417460470086375,28
-jRACXlmmvzK8rDjYvAcig,55,1.7177101406584943,22
-kQkrKDXs12XiXVz18Bvxg,56,1.5585457456828635,43
-ki-qIZHP4zZ2D49-b8ZzA,57,1.721807785817098,20
-l4iRZ2wYow39RTevk21Dg,58,1.445824963330272,30
-l9giG8TSDBG1jnUBUXp5w,59,1.5450644824751356,13
-lg4J2SOILBJOxqH4S0x4g,60,1.4761035726324305,16
-nIVKbFxgBMHPVRJV2Djqw,61,1.5888993381477383,31
-nY0lZeWVVZCDg5ADpM1ow,62,1.6134269270524844,20
-qmMG6Dg78K7u_5CD-gD9w,63,1.5789243981870147,22
-rX1szQZ7e6yUqFde3BWIw,64,1.7422852034897278,23
-rcYF929TShpkFBX0wt1nA,65,1.0657832516687902,21
-rr8yexI0JRT_pqyNgu6jg,66,1.449390242347655,43
-sFdV5hTNg8Qx-sbqAB2yg,67,1.700614427150141,13
-s_3V_7IrkVBcsi-gWxKog,68,1.6454333257974902,25
-ssB6maBrgh3ct4R-J7p9w,69,1.498282076947482,22
